CustomerID,TotalOrders,TotalSpent,TotalItems,FirstPurchase,LastPurchase,AvgOrderValue,CustomerLifetime,Segment
13631,11,3070.42,467,2011-03-17 17:13:00,2011-09-01 09:57:00,279.1290909090909,167,Medium Value
13632,5,2118.93,1031,2011-04-10 15:07:00,2011-11-15 10:51:00,423.78599999999994,218,Medium Value
13634,5,1547.3600000000001,700,2011-01-16 15:30:00,2011-11-06 13:40:00,309.47200000000004,293,Medium Value
13635,1,1071.03,677,2011-10-03 10:55:00,2011-10-03 10:55:00,1071.03,0,Medium Value
13636,5,949.12,592,2011-02-27 14:29:00,2011-11-03 10:30:00,189.824,248,Low Value
13637,3,804.3,405,2011-04-27 13:06:00,2011-10-18 13:32:00,268.09999999999997,174,Low Value
13638,1,122.64,93,2011-11-24 10:38:00,2011-11-24 10:38:00,122.64,0,Low Value
13639,1,1033.34,800,2011-09-26 13:36:00,2011-09-26 13:36:00,1033.34,0,Medium Value
13642,1,312.28,151,2011-05-08 12:34:00,2011-05-08 12:34:00,312.28,0,Low Value
13643,3,519.44,273,2011-06-07 11:40:00,2011-11-08 15:37:00,173.14666666666668,154,Low Value
13644,4,2624.26,2067,2011-08-26 11:53:00,2011-11-23 14:07:00,656.065,89,Medium Value
13645,1,252.1,158,2011-08-11 16:11:00,2011-08-11 16:11:00,252.1,0,Low Value
13647,4,1648.1200000000001,887,2011-04-19 09:49:00,2011-11-30 12:00:00,412.03000000000003,225,Medium Value
13649,2,346.6,139,2010-12-08 14:46:00,2011-03-28 11:51:00,173.3,109,Low Value
13650,6,1836.34,922,2011-03-17 12:37:00,2011-11-23 12:22:00,306.0566666666667,250,Medium Value
13651,2,94.2,33,2011-10-31 12:11:00,2011-11-04 14:59:00,47.1,4,Low Value
13652,3,1095.08,578,2010-12-06 09:21:00,2011-10-25 08:51:00,365.02666666666664,322,Medium Value
13654,6,2707.33,2182,2011-03-11 12:54:00,2011-10-27 16:24:00,451.22166666666664,230,Medium Value
13655,2,932.97,605,2011-04-12 09:53:00,2011-08-17 14:25:00,466.485,127,Low Value
13656,2,379.65,490,2011-01-06 15:42:00,2011-06-28 10:31:00,189.825,172,Low Value
13657,2,382.14,209,2011-05-22 12:35:00,2011-11-29 12:32:00,191.07,190,Low Value
13658,5,2639.17,1019,2011-05-19 17:15:00,2011-11-30 10:13:00,527.8340000000001,194,Medium Value
13659,2,1563.0,882,2011-01-23 12:08:00,2011-05-18 12:37:00,781.5,115,Medium Value
13662,3,881.26,533,2011-03-25 13:23:00,2011-09-15 12:04:00,293.75333333333333,173,Low Value
13663,1,189.47,91,2011-06-13 15:44:00,2011-06-13 15:44:00,189.47,0,Low Value
13666,3,84.65,41,2011-02-25 13:05:00,2011-10-10 15:39:00,28.21666666666667,227,Low Value
13667,1,299.05,149,2011-07-13 15:42:00,2011-07-13 15:42:00,299.05,0,Low Value
13668,21,6309.83,3722,2010-12-12 12:35:00,2011-12-07 12:11:00,300.46809523809526,359,High Value
13669,2,218.55,237,2011-07-13 11:44:00,2011-10-20 09:32:00,109.275,98,Low Value
13670,1,349.7,282,2011-09-25 15:25:00,2011-09-25 15:25:00,349.7,0,Low Value
13672,2,186.39000000000001,57,2011-01-11 13:54:00,2011-02-11 13:53:00,93.19500000000001,30,Low Value
13673,2,387.44,114,2011-11-07 15:40:00,2011-11-21 12:11:00,193.72,13,Low Value
13675,2,486.82000000000005,330,2011-02-28 12:14:00,2011-07-11 12:57:00,243.41000000000003,133,Low Value
13678,1,232.6,924,2011-07-11 10:14:00,2011-07-11 10:14:00,232.6,0,Low Value
13680,4,3719.12,1934,2011-01-04 14:12:00,2011-12-08 13:47:00,929.78,337,Medium Value
13681,4,827.83,360,2011-07-07 15:21:00,2011-11-22 11:13:00,206.9575,137,Low Value
13682,1,59.5,10,2011-06-05 14:06:00,2011-06-05 14:06:00,59.5,0,Low Value
13684,1,65.13,38,2011-02-27 10:13:00,2011-02-27 10:13:00,65.13,0,Low Value
13685,7,3119.44,5056,2011-10-10 12:59:00,2011-12-07 11:41:00,445.63428571428574,57,Medium Value
13686,1,72.0,70,2011-06-10 09:10:00,2011-06-10 09:10:00,72.0,0,Low Value
13689,1,910.0,512,2011-10-07 13:21:00,2011-10-07 13:21:00,910.0,0,Low Value
13690,1,172.25,67,2011-10-11 15:03:00,2011-10-11 15:03:00,172.25,0,Low Value
13692,3,1488.32,1226,2011-04-17 12:57:00,2011-11-15 11:17:00,496.1066666666666,211,Medium Value
13694,50,65039.62,63312,2010-12-01 12:12:00,2011-12-06 09:32:00,1300.7924,369,High Value
13695,15,2504.13,1603,2011-03-25 11:31:00,2011-11-08 14:26:00,166.942,228,Medium Value
13697,1,151.29999999999998,177,2011-11-01 09:14:00,2011-11-01 09:14:00,151.29999999999998,0,Low Value
13699,1,308.58000000000004,66,2011-07-07 16:51:00,2011-07-07 16:51:00,308.58000000000004,0,Low Value
13700,10,2248.63,2281,2011-01-16 13:18:00,2011-11-13 13:00:00,224.863,300,Medium Value
13703,1,99.5,10,2011-01-25 13:10:00,2011-01-25 13:10:00,99.5,0,Low Value
13704,9,2308.06,1531,2011-09-12 14:40:00,2011-12-04 15:13:00,256.4511111111111,83,Medium Value
13705,3,711.86,363,2010-12-01 10:29:00,2011-12-02 12:32:00,237.28666666666666,366,Low Value
13706,1,330.79,189,2011-02-10 09:21:00,2011-02-10 09:21:00,330.79,0,Low Value
13707,2,806.41,351,2011-01-28 13:27:00,2011-03-17 18:03:00,403.205,48,Low Value
13708,1,285.33,301,2011-03-13 13:46:00,2011-03-13 13:46:00,285.33,0,Low Value
13709,13,6307.650000000001,3508,2011-01-28 14:57:00,2011-12-06 10:28:00,485.2038461538462,311,High Value
13710,1,180.48,176,2011-11-08 08:16:00,2011-11-08 08:16:00,180.48,0,Low Value
13711,2,252.06,140,2011-05-05 10:29:00,2011-05-05 10:31:00,126.03,0,Low Value
13712,1,228.84,352,2011-04-07 12:33:00,2011-04-07 12:33:00,228.84,0,Low Value
13715,5,1077.39,562,2010-12-02 08:52:00,2011-03-03 19:21:00,215.478,91,Medium Value
13716,1,138.28,138,2011-03-15 13:49:00,2011-03-15 13:49:00,138.28,0,Low Value
13717,6,1445.01,1959,2011-02-14 13:21:00,2011-11-07 14:13:00,240.835,266,Medium Value
13718,2,306.55,173,2011-02-17 11:58:00,2011-04-07 13:24:00,153.275,49,Low Value
13719,5,1041.68,609,2011-04-19 13:56:00,2011-11-24 15:26:00,208.336,219,Medium Value
13720,4,799.9,501,2011-03-30 09:17:00,2011-08-15 12:46:00,199.975,138,Low Value
13721,1,524.14,316,2011-11-03 14:05:00,2011-11-03 14:05:00,524.14,0,Low Value
13722,3,2375.41,1401,2011-03-02 11:43:00,2011-07-31 12:44:00,791.8033333333333,151,Medium Value
13723,1,199.85000000000002,43,2011-05-06 17:04:00,2011-05-06 17:04:00,199.85000000000002,0,Low Value
13725,8,1980.56,806,2011-02-04 12:18:00,2011-10-21 10:03:00,247.57,258,Medium Value
13726,2,1079.6599999999999,1054,2011-08-31 11:06:00,2011-11-01 10:49:00,539.8299999999999,61,Medium Value
13727,2,333.48,162,2011-11-06 12:16:00,2011-11-11 09:46:00,166.74,4,Low Value
13728,6,1016.14,458,2011-02-02 12:09:00,2011-11-03 10:49:00,169.35666666666665,273,Medium Value
13730,2,752.6,488,2011-07-01 12:47:00,2011-07-27 08:35:00,376.3,25,Low Value
13731,2,610.59,278,2011-04-07 10:10:00,2011-05-04 14:33:00,305.295,27,Low Value
13732,1,491.86,498,2011-11-11 15:49:00,2011-11-11 15:49:00,491.86,0,Low Value
13735,4,2883.54,1128,2011-04-19 13:49:00,2011-11-15 11:14:00,720.885,209,Medium Value
13736,2,729.8,496,2011-03-24 13:04:00,2011-12-04 15:19:00,364.9,255,Low Value
13737,1,339.59999999999997,125,2011-05-23 16:32:00,2011-05-23 16:32:00,339.59999999999997,0,Low Value
13739,1,216.9,54,2011-11-21 13:35:00,2011-11-21 13:35:00,216.9,0,Low Value
13740,1,350.75,425,2011-04-13 10:32:00,2011-04-13 10:32:00,350.75,0,Low Value
13741,3,668.4300000000001,218,2011-05-06 13:43:00,2011-09-29 09:19:00,222.81000000000003,145,Low Value
13742,12,3107.87,1115,2011-01-23 14:59:00,2011-11-23 11:07:00,258.9891666666667,303,Medium Value
13743,7,1341.6,1776,2011-03-25 14:46:00,2011-12-07 10:09:00,191.65714285714284,256,Medium Value
13744,2,1080.52,1153,2011-02-20 14:08:00,2011-09-05 15:19:00,540.26,197,Medium Value
13745,1,300.04,496,2011-06-30 16:43:00,2011-06-30 16:43:00,300.04,0,Low Value
13747,1,79.6,8,2010-12-01 10:37:00,2010-12-01 10:37:00,79.6,0,Low Value
13748,5,948.25,439,2010-12-01 09:00:00,2011-09-05 09:45:00,189.65,278,Low Value
13750,5,1647.26,516,2011-01-07 11:49:00,2011-10-17 12:16:00,329.452,283,Medium Value
13751,1,296.25,152,2011-02-24 15:56:00,2011-02-24 15:56:00,296.25,0,Low Value
13752,6,1175.38,874,2011-04-07 12:04:00,2011-08-07 14:16:00,195.89666666666668,122,Medium Value
13753,1,741.26,512,2011-02-25 12:48:00,2011-02-25 12:48:00,741.26,0,Low Value
13754,2,282.59999999999997,214,2011-01-26 14:58:00,2011-07-11 11:51:00,141.29999999999998,165,Low Value
13755,9,2108.06,1242,2011-10-07 15:45:00,2011-12-06 12:26:00,234.2288888888889,59,Medium Value
13756,14,5189.52,3188,2010-12-07 11:41:00,2011-12-07 16:44:00,370.68,365,High Value
13758,7,3190.55,1844,2010-12-01 12:08:00,2011-11-28 11:11:00,455.79285714285714,361,Medium Value
13759,2,659.4100000000001,287,2011-09-29 15:40:00,2011-11-06 14:47:00,329.70500000000004,37,Low Value
13760,2,286.79,197,2011-03-28 12:52:00,2011-10-16 16:13:00,143.395,202,Low Value
13761,2,1070.65,642,2011-06-13 08:43:00,2011-10-20 14:01:00,535.325,129,Medium Value
13762,1,306.72,272,2011-05-05 09:15:00,2011-05-05 09:15:00,306.72,0,Low Value
13763,1,1714.96,728,2011-10-07 15:13:00,2011-10-07 15:13:00,1714.96,0,Medium Value
13764,3,1519.42,926,2011-01-06 14:53:00,2011-09-30 12:03:00,506.47333333333336,266,Medium Value
13767,37,17220.36,7322,2010-12-01 10:47:00,2011-12-07 15:00:00,465.41513513513513,371,High Value
13769,10,2796.51,1163,2010-12-07 13:28:00,2011-12-07 15:08:00,279.651,365,Medium Value
13771,4,2634.45,1477,2011-04-06 15:47:00,2011-10-06 14:18:00,658.6125,182,Medium Value
13772,3,1122.63,540,2011-04-14 12:31:00,2011-11-06 11:43:00,374.21000000000004,205,Medium Value
13774,1,345.0,192,2011-09-19 12:06:00,2011-09-19 12:06:00,345.0,0,Low Value
13777,33,25977.16,12897,2010-12-01 16:01:00,2011-12-09 12:25:00,787.1866666666666,372,High Value
13778,1,178.7,70,2011-08-28 15:25:00,2011-08-28 15:25:00,178.7,0,Low Value
13780,2,360.01,318,2011-06-22 11:43:00,2011-12-02 13:49:00,180.005,163,Low Value
13781,1,127.84,30,2011-04-03 12:08:00,2011-04-03 12:08:00,127.84,0,Low Value
13782,6,908.86,369,2011-01-16 11:08:00,2011-11-27 11:54:00,151.47666666666666,315,Low Value
13784,11,2462.79,2493,2011-01-11 14:38:00,2011-11-30 09:33:00,223.89,322,Medium Value
13786,1,230.39999999999998,136,2010-12-07 13:53:00,2010-12-07 13:53:00,230.39999999999998,0,Low Value
13787,2,309.04,337,2010-12-10 14:45:00,2011-09-25 12:06:00,154.52,288,Low Value
13790,1,348.8,748,2011-12-05 15:48:00,2011-12-05 15:48:00,348.8,0,Low Value
13791,2,1516.0,1200,2011-06-24 16:38:00,2011-08-04 11:44:00,758.0,40,Medium Value
13792,2,195.55,92,2011-02-25 14:03:00,2011-10-04 14:31:00,97.775,221,Low Value
13798,57,37153.85,23948,2010-12-02 17:24:00,2011-12-08 15:51:00,651.8219298245614,370,High Value
13799,2,688.86,402,2011-02-18 14:18:00,2011-08-15 12:07:00,344.43,177,Low Value
13800,1,558.32,331,2011-02-03 12:27:00,2011-02-03 12:27:00,558.32,0,Low Value
13801,1,324.8,168,2011-10-04 10:15:00,2011-10-04 10:15:00,324.8,0,Low Value
13802,3,4599.42,2572,2011-02-01 12:03:00,2011-07-24 10:54:00,1533.14,172,Medium Value
13803,1,277.07,121,2011-03-29 12:57:00,2011-03-29 12:57:00,277.07,0,Low Value
13804,7,2588.39,1462,2011-02-23 09:09:00,2011-11-09 12:32:00,369.77,259,Medium Value
13805,2,924.6,1900,2011-08-02 15:29:00,2011-10-18 14:50:00,462.3,76,Low Value
13806,1,256.38,56,2011-10-07 11:43:00,2011-10-07 11:43:00,256.38,0,Low Value
13807,1,112.6,36,2010-12-07 15:48:00,2010-12-07 15:48:00,112.6,0,Low Value
13808,5,1747.66,782,2011-09-04 12:07:00,2011-12-04 12:18:00,349.53200000000004,91,Medium Value
13809,1,155.05,29,2011-02-07 13:15:00,2011-02-07 13:15:00,155.05,0,Low Value
13810,3,1499.01,312,2011-10-14 12:57:00,2011-11-11 08:33:00,499.67,27,Medium Value
13811,3,814.5,68,2011-04-14 18:40:00,2011-06-09 09:54:00,271.5,55,Low Value
13812,3,539.0,333,2011-08-26 12:54:00,2011-10-28 14:27:00,179.66666666666666,63,Low Value
13813,4,1366.8600000000001,552,2011-07-28 10:33:00,2011-10-31 10:38:00,341.71500000000003,95,Medium Value
13814,2,1579.12,864,2011-07-25 13:54:00,2011-09-08 13:48:00,789.56,44,Medium Value
13815,4,4027.36,2560,2011-01-25 12:16:00,2011-11-17 14:19:00,1006.84,296,Medium Value
13816,2,571.6700000000001,269,2011-10-06 14:37:00,2011-11-16 08:38:00,285.83500000000004,40,Low Value
13817,2,382.98,211,2010-12-23 11:46:00,2011-11-10 17:49:00,191.49,322,Low Value
13819,3,1140.35,1109,2011-01-24 10:38:00,2011-02-11 10:38:00,380.1166666666666,18,Medium Value
13821,2,385.64,153,2011-03-23 11:30:00,2011-07-18 09:49:00,192.82,116,Low Value
13822,2,632.0,611,2011-10-30 15:55:00,2011-12-04 12:13:00,316.0,34,Low Value
13823,2,957.66,439,2011-09-09 10:42:00,2011-11-21 10:22:00,478.83,72,Low Value
13824,5,1698.94,768,2011-02-02 13:07:00,2011-11-07 12:41:00,339.788,277,Medium Value
13826,1,189.5,82,2011-06-16 13:48:00,2011-06-16 13:48:00,189.5,0,Low Value
13827,3,409.8,138,2011-07-19 15:38:00,2011-10-13 12:38:00,136.6,85,Low Value
13828,1,209.49,311,2011-11-17 16:02:00,2011-11-17 16:02:00,209.49,0,Low Value
13831,6,2198.45,743,2010-12-05 12:13:00,2011-11-23 15:41:00,366.4083333333333,353,Medium Value
13832,1,52.199999999999996,28,2011-11-20 15:36:00,2011-11-20 15:36:00,52.199999999999996,0,Low Value
13833,1,383.85,117,2011-07-03 13:27:00,2011-07-03 13:27:00,383.85,0,Low Value
13835,4,834.57,442,2011-05-08 15:22:00,2011-11-14 15:37:00,208.6425,190,Low Value
13837,2,266.59000000000003,182,2011-01-26 12:15:00,2011-05-12 12:10:00,133.29500000000002,105,Low Value
13838,4,674.82,254,2010-12-05 10:45:00,2011-12-04 11:00:00,168.705,364,Low Value
13841,1,85.0,100,2011-04-01 12:10:00,2011-04-01 12:10:00,85.0,0,Low Value
13842,9,3385.62,1768,2010-12-08 10:39:00,2011-10-12 10:51:00,376.18,308,Medium Value
13844,1,361.62,196,2011-11-28 13:21:00,2011-11-28 13:21:00,361.62,0,Low Value
13845,1,312.98,182,2011-10-06 08:25:00,2011-10-06 08:25:00,312.98,0,Low Value
13846,3,865.0600000000001,388,2010-12-14 16:07:00,2011-11-15 12:07:00,288.35333333333335,335,Low Value
13848,3,1255.0,3700,2010-12-08 15:10:00,2011-09-08 12:58:00,418.3333333333333,273,Medium Value
13849,2,1537.95,1016,2011-06-22 10:11:00,2011-10-19 10:59:00,768.975,119,Medium Value
13850,1,1595.48,944,2011-08-02 14:04:00,2011-08-02 14:04:00,1595.48,0,Medium Value
13851,3,2651.46,1705,2011-02-24 17:18:00,2011-09-05 12:36:00,883.82,192,Medium Value
13853,1,1090.14,312,2011-10-13 14:18:00,2011-10-13 14:18:00,1090.14,0,Medium Value
13854,25,8109.5199999999995,2296,2010-12-09 10:48:00,2011-12-01 09:06:00,324.38079999999997,356,High Value
13856,3,388.5,494,2011-05-20 13:13:00,2011-06-24 10:03:00,129.5,34,Low Value
13858,1,216.17,75,2011-10-13 16:17:00,2011-10-13 16:17:00,216.17,0,Low Value
13859,1,201.16,129,2011-01-17 16:14:00,2011-01-17 16:14:00,201.16,0,Low Value
13860,5,1245.9,591,2011-09-14 09:27:00,2011-12-08 12:57:00,249.18,85,Medium Value
13862,8,2209.36,1688,2011-01-11 15:13:00,2011-11-21 16:24:00,276.17,314,Medium Value
13863,1,305.78,224,2011-04-06 10:20:00,2011-04-06 10:20:00,305.78,0,Low Value
13865,4,501.56,204,2011-02-23 12:04:00,2011-10-12 13:31:00,125.39,231,Low Value
13866,1,145.67000000000002,57,2011-09-26 14:54:00,2011-09-26 14:54:00,145.67000000000002,0,Low Value
13867,3,1005.09,501,2011-05-05 17:28:00,2011-11-08 15:48:00,335.03000000000003,186,Medium Value
13868,2,3192.54,1964,2011-11-01 12:45:00,2011-12-02 16:32:00,1596.27,31,Medium Value
13869,4,3083.65,1709,2010-12-17 15:14:00,2011-08-08 13:53:00,770.9125,233,Medium Value
13870,8,2770.94,1325,2011-02-25 09:09:00,2011-12-07 13:23:00,346.3675,285,Medium Value
13871,13,6403.25,2806,2011-02-04 09:30:00,2011-11-17 10:49:00,492.5576923076923,286,High Value
13873,3,389.6,140,2011-02-03 09:37:00,2011-08-12 10:08:00,129.86666666666667,190,Low Value
13874,1,540.45,180,2010-12-16 18:20:00,2010-12-16 18:20:00,540.45,0,Low Value
13875,5,1786.79,1316,2011-02-11 15:39:00,2011-10-17 09:36:00,357.358,247,Medium Value
13876,1,122.7,36,2011-10-07 10:22:00,2011-10-07 10:22:00,122.7,0,Low Value
13877,1,117.24,108,2011-09-14 15:49:00,2011-09-14 15:49:00,117.24,0,Low Value
13878,1,1271.57,463,2011-10-16 12:19:00,2011-10-16 12:19:00,1271.57,0,Medium Value
13880,13,3219.77,1842,2010-12-07 14:00:00,2011-11-18 13:44:00,247.67461538461538,345,Medium Value
13881,20,17159.52,10118,2011-02-01 10:14:00,2011-12-06 12:50:00,857.976,308,High Value
13882,5,1191.13,953,2011-10-06 15:28:00,2011-12-07 11:16:00,238.22600000000003,61,Medium Value
13883,5,2674.48,1436,2011-03-31 17:17:00,2011-11-29 10:45:00,534.896,242,Medium Value
13884,5,787.6,300,2011-03-01 13:40:00,2011-12-02 16:30:00,157.52,276,Low Value
13885,2,506.8,182,2011-05-23 08:52:00,2011-06-03 15:07:00,253.4,11,Low Value
13886,1,243.56,126,2011-09-29 13:17:00,2011-09-29 13:17:00,243.56,0,Low Value
13887,1,349.55,147,2011-05-19 17:22:00,2011-05-19 17:22:00,349.55,0,Low Value
13888,2,595.67,254,2011-05-05 14:41:00,2011-08-12 10:13:00,297.835,98,Low Value
13889,1,416.90000000000003,146,2011-09-08 09:13:00,2011-09-08 09:13:00,416.90000000000003,0,Low Value
13890,10,1883.8100000000002,831,2010-12-16 09:31:00,2011-12-08 15:36:00,188.38100000000003,357,Medium Value
13892,4,632.97,983,2011-04-07 12:04:00,2011-11-13 11:50:00,158.2425,219,Low Value
13893,1,821.1,190,2011-02-15 11:30:00,2011-02-15 11:30:00,821.1,0,Low Value
13894,3,564.62,354,2011-02-02 12:54:00,2011-11-16 09:44:00,188.20666666666668,286,Low Value
13895,4,2593.07,1365,2011-06-28 10:17:00,2011-11-11 16:57:00,648.2675,136,Medium Value
13897,1,311.16,200,2011-10-20 14:30:00,2011-10-20 14:30:00,311.16,0,Low Value
13898,1,155.93,133,2011-01-18 10:28:00,2011-01-18 10:28:00,155.93,0,Low Value
13899,2,388.52,156,2011-03-10 09:30:00,2011-11-23 13:40:00,194.26,258,Low Value
13900,3,740.95,430,2011-03-22 10:13:00,2011-06-09 19:26:00,246.98333333333335,79,Low Value
13901,5,2867.2,1739,2011-01-25 09:01:00,2011-09-28 14:48:00,573.4399999999999,246,Medium Value
13904,2,332.64,332,2011-02-18 11:18:00,2011-11-02 13:41:00,166.32,257,Low Value
13908,4,2369.55,1478,2011-03-08 12:04:00,2011-09-21 11:49:00,592.3875,196,Medium Value
13911,9,2580.91,2731,2011-02-04 14:46:00,2011-10-13 15:43:00,286.7677777777778,251,Medium Value
13914,2,626.45,380,2011-11-03 16:28:00,2011-11-28 10:35:00,313.225,24,Low Value
13917,2,272.04,228,2011-06-01 12:46:00,2011-10-21 09:56:00,136.02,141,Low Value
13918,2,1212.8400000000001,1140,2011-03-31 18:05:00,2011-10-21 12:25:00,606.4200000000001,203,Medium Value
13919,2,384.81,474,2011-08-10 10:15:00,2011-10-11 14:24:00,192.405,62,Low Value
13922,1,172.25,93,2010-12-23 10:38:00,2010-12-23 10:38:00,172.25,0,Low Value
13923,1,351.13,185,2011-10-17 12:33:00,2011-10-17 12:33:00,351.13,0,Low Value
13924,6,1838.8500000000001,1575,2011-09-28 15:07:00,2011-12-08 09:39:00,306.475,70,Medium Value
13925,4,678.25,331,2011-07-28 12:09:00,2011-09-08 12:47:00,169.5625,42,Low Value
13926,1,223.85000000000002,104,2011-11-16 13:16:00,2011-11-16 13:16:00,223.85000000000002,0,Low Value
13927,1,348.99,214,2011-09-26 12:00:00,2011-09-26 12:00:00,348.99,0,Low Value
13928,4,464.57,129,2011-07-29 15:59:00,2011-11-29 10:33:00,116.1425,122,Low Value
13929,2,842.65,143,2011-01-17 15:11:00,2011-06-23 15:26:00,421.325,157,Low Value
13930,2,337.34,274,2011-07-26 11:00:00,2011-10-13 09:45:00,168.67,78,Low Value
13931,2,1237.53,725,2011-03-04 08:43:00,2011-09-05 10:12:00,618.765,185,Medium Value
13932,1,307.4,72,2011-02-18 12:02:00,2011-02-18 12:02:00,307.4,0,Low Value
13933,2,608.7900000000001,205,2011-07-14 13:35:00,2011-08-22 14:03:00,304.39500000000004,39,Low Value
13934,1,922.1,390,2011-03-21 08:39:00,2011-03-21 08:39:00,922.1,0,Low Value
13936,1,376.58,330,2011-06-13 08:47:00,2011-06-13 08:47:00,376.58,0,Low Value
13937,1,158.85,123,2011-06-23 16:35:00,2011-06-23 16:35:00,158.85,0,Low Value
13938,1,71.66,70,2011-11-04 14:37:00,2011-11-04 14:37:00,71.66,0,Low Value
13939,3,568.55,847,2011-02-01 11:30:00,2011-11-16 13:33:00,189.51666666666665,288,Low Value
13940,4,839.14,516,2011-07-18 16:05:00,2011-11-22 15:15:00,209.785,126,Low Value
13941,5,5112.96,2364,2010-12-02 10:17:00,2011-11-18 09:43:00,1022.592,350,High Value
13946,3,561.5699999999999,443,2011-03-17 10:02:00,2011-09-21 13:33:00,187.18999999999997,188,Low Value
13947,1,90.6,44,2011-10-05 14:42:00,2011-10-05 14:42:00,90.6,0,Low Value
13948,1,102.0,40,2010-12-14 10:18:00,2010-12-14 10:18:00,102.0,0,Low Value
13949,6,2427.32,2474,2011-09-06 11:55:00,2011-12-07 09:35:00,404.55333333333334,91,Medium Value
13950,4,745.06,323,2011-04-07 11:29:00,2011-11-28 14:44:00,186.265,235,Low Value
13951,3,674.45,459,2011-02-18 15:21:00,2011-06-16 16:43:00,224.8166666666667,118,Low Value
13952,2,3251.07,1430,2011-04-15 09:27:00,2011-05-06 09:00:00,1625.535,20,Medium Value
13953,7,3515.68,2724,2010-12-22 10:29:00,2011-12-02 16:04:00,502.23999999999995,345,Medium Value
13954,2,439.92,150,2011-09-30 10:52:00,2011-12-08 12:50:00,219.96,69,Low Value
13955,2,322.96,154,2011-02-07 12:24:00,2011-07-08 17:19:00,161.48,151,Low Value
13956,5,1019.27,486,2011-03-13 12:51:00,2011-12-04 13:20:00,203.85399999999998,266,Medium Value
13959,3,594.04,355,2010-12-12 13:56:00,2011-09-21 15:06:00,198.01333333333332,283,Low Value
13960,2,230.22,142,2011-09-29 12:39:00,2011-11-18 15:27:00,115.11,50,Low Value
13962,2,169.55,87,2011-04-08 11:21:00,2011-11-18 08:47:00,84.775,223,Low Value
13963,4,664.54,460,2010-12-07 09:21:00,2011-02-04 14:43:00,166.135,59,Low Value
13967,1,80.7,42,2011-07-17 12:02:00,2011-07-17 12:02:00,80.7,0,Low Value
13969,18,9024.17,4528,2010-12-09 19:32:00,2011-12-02 15:11:00,501.34277777777777,357,High Value
13971,8,2758.26,1844,2011-02-27 12:27:00,2011-11-21 12:06:00,344.7825,266,Medium Value
13972,2,190.25,187,2011-05-22 11:34:00,2011-09-30 11:54:00,95.125,131,Low Value
13973,1,264.7,109,2011-02-25 15:21:00,2011-02-25 15:21:00,264.7,0,Low Value
13974,1,413.59000000000003,249,2011-10-21 14:41:00,2011-10-21 14:41:00,413.59000000000003,0,Low Value
13975,6,2461.2400000000002,1697,2011-03-08 12:19:00,2011-11-08 13:19:00,410.2066666666667,245,Medium Value
13976,1,357.98,154,2011-05-17 09:13:00,2011-05-17 09:13:00,357.98,0,Low Value
13978,2,196.79000000000002,315,2011-10-25 15:04:00,2011-11-25 11:36:00,98.39500000000001,30,Low Value
13979,1,869.87,639,2011-09-27 13:32:00,2011-09-27 13:32:00,869.87,0,Low Value
13980,1,200.14,172,2011-10-10 13:34:00,2011-10-10 13:34:00,200.14,0,Low Value
13982,4,1871.81,1136,2010-12-09 13:57:00,2011-10-31 16:24:00,467.9525,326,Medium Value
13983,12,2603.43,1183,2010-12-08 10:38:00,2011-11-10 11:06:00,216.9525,337,Medium Value
13984,5,920.51,679,2010-12-08 15:58:00,2011-11-13 12:38:00,184.102,339,Low Value
13985,15,7060.13,3445,2011-03-20 13:48:00,2011-12-05 17:06:00,470.67533333333336,260,High Value
13986,1,320.46,430,2011-11-22 15:00:00,2011-11-22 15:00:00,320.46,0,Low Value
13988,6,4147.96,3044,2011-03-30 11:48:00,2011-11-20 10:15:00,691.3266666666667,234,Medium Value
13989,2,1266.08,1313,2011-04-14 15:39:00,2011-10-05 09:47:00,633.04,173,Medium Value
13990,1,311.3,190,2011-05-10 15:19:00,2011-05-10 15:19:00,311.3,0,Low Value
13991,6,852.88,995,2011-07-19 12:58:00,2011-11-27 16:18:00,142.14666666666668,131,Low Value
13992,1,76.8,64,2011-11-09 15:23:00,2011-11-09 15:23:00,76.8,0,Low Value
13993,9,3466.36,900,2011-01-13 10:43:00,2011-10-28 09:06:00,385.1511111111111,287,Medium Value
13994,6,2274.14,932,2011-07-14 18:28:00,2011-12-06 11:05:00,379.0233333333333,144,Medium Value
13995,5,1393.69,879,2011-04-08 08:20:00,2011-11-24 14:22:00,278.738,230,Medium Value
13999,12,3901.81,2243,2010-12-13 11:23:00,2011-11-29 13:40:00,325.1508333333333,351,Medium Value
14000,1,635.66,710,2011-05-12 16:50:00,2011-05-12 16:50:00,635.66,0,Low Value
14001,3,2043.0800000000002,962,2010-12-01 12:58:00,2011-10-25 10:31:00,681.0266666666668,327,Medium Value
14002,2,529.73,877,2011-07-06 14:59:00,2011-07-28 15:55:00,264.865,22,Low Value
14004,7,4582.64,2668,2011-02-24 09:28:00,2011-10-27 14:40:00,654.6628571428572,245,Medium Value
14005,5,2874.72,2478,2011-05-08 10:33:00,2011-11-30 12:41:00,574.944,206,Medium Value
14006,3,962.19,641,2011-01-31 15:11:00,2011-08-16 09:39:00,320.73,196,Low Value
14009,2,695.61,365,2011-05-18 13:00:00,2011-05-25 15:47:00,347.805,7,Low Value
14012,1,328.8,160,2011-03-07 12:26:00,2011-03-07 12:26:00,328.8,0,Low Value
